id,name,status,description,tags
314,Correspondent Bank Data Management,active,,[]
315,Correspondent Bank Relationship Management,active,,[]
316,Counterparty Administration,active,,[]
317,Counterparty Risk,active,,[]
318,Cranes & Hoists,active,"A crane is a a large, tall machine used for moving heavy objects by suspending them from a projecting arm or beam and a hoist is a device used for lifting or lowering a load by means of a drum or lift-wheel around which rope or chain wraps.",[]
319,Create Illustration Capabilities,active,,[]
320,Credit Facility,active,,[]
321,Credit Management,active,"Credit management is the process of granting credit, setting the terms it's granted on, recovering this credit when it's due, and ensuring compliance with company credit policy, among other credit related functions.",[]
322,Credit Risk Models,active,,[]
323,Credit/Margin Management,active,,[]
324,Critical Materials Planning,active,"Critical materials are mostly named as single elements, are metals, at risk of supply constraints, have environmental implications, financially costly, price volatile, deemed economically important and are difficult to substitute as a result of their unique properties or for economic reasons. These metals are used in engineering, technology applications and product designs.",[]
325,Critical Process Parameters (CPP),active,Critical process parameters in pharmaceutical manufacturing are key variables affecting the production process.,[]
326,Critical Quality Attributes (CQA),active,"Critical Quality Attributes (CQA) are chemical, physical, biological and microbiological attributes that can be defined, measured, and continually monitored to ensure final product outputs remain within acceptable quality limits",[]
327,CRM Plan,active,,[]
328,Cross-Channel,active,,[]
329,Crowd-Sourced Pickup & Delivery,active,"Crowdsourced delivery is one model gaining popularity — it leverages local, nonprofessional couriers to get packages to customers' doors, sometimes in less than an hour.",[]
330,CTC,active,,[]
331,Custody Administration,active,,[]
332,Customer Access Entitlement,active,,[]
333,Customer Account Management,active,"Account management is a post-sales role that focuses on nurturing client relationships. Account managers have two primary objectives: retain clients' business and grow those opportunities. They accomplish these objectives by learning what their clients' goals are and helping their clients achieve them.",[]
334,Customer Acquisition,active,customer acquisition refers to gaining new consumers. Acquiring new customers involves persuading consumers to purchase a company’s products and/or services,[]
335,Customer Agreement,active,,[]
336,Customer Analysis & Segmentation,active,"Customer segmentation is the practice of dividing a customer base into groups of individuals that are similar in specific ways relevant to marketing, such as age, gender, interests and spending habits.",[]
337,Customer Behavior Models,active,,[]
338,Customer Behavioral Insights,active,,[]
339,Customer Billing,active,,[]
340,Customer Campaign Design,active,,[]
341,Customer Campaign Execution,active,,[]
